SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Townhouse,840 Ramsay St,Baltimore,MD,21230,316623,,2.0,,2148,1568,2014,,147,,,,,https://www.redfin.com/MD/Baltimore/840-Ramsay-St-21230/home/45424176,,,N,Y,39.2837837,-76.6310389
PAST SALE,,Townhouse,879 Ryan St,Baltimore,MD,21230,280000,,3.5,,1919,1220,2014,,146,,,,,https://www.redfin.com/MD/Baltimore/879-Ryan-St-21230/home/23459977,,,N,Y,39.2839006,-76.6310163
PAST SALE,,Townhouse,4401 Cherry Way,Baltimore,MD,21229,274000,,3.5,,2056,3006,2016,,133,,,,,https://www.redfin.com/MD/Baltimore/4401-Cherry-Way-21229/home/113374465,,,N,Y,39.2899535,-76.6897029
PAST SALE,,Townhouse,3812 Dillon St,Baltimore,MD,21224,660000,,3.0,,2992,1263,2015,,221,,,,,https://www.redfin.com/MD/Baltimore/3812-Dillon-St-21224/home/57374696,,,N,Y,39.2817768,-76.564141
PAST SALE,November-20-2020,Townhouse,18 Halston Ct,Baltimore,MD,21209,700000,4,3.5,SORRENTO RUN,3846,4577,2013,,182,158,Sold,,,https://www.redfin.com/MD/Baltimore/18-Halston-Ct-21209/home/9550329,BRIGHT MLS,MDBC509462,N,Y,39.392158,-76.6648869
PAST SALE,March-21-2022,Townhouse,4527 Maple Wood Dr,Baltimore,MD,21229,274000,4,3.5,Ward 28,1860,1133,2017,,147,84,Sold,,,https://www.redfin.com/MD/Baltimore/4527-Maple-Wood-Dr-21229/home/114018023,BRIGHT MLS,MDBA2033044,N,Y,39.2913936,-76.6919668
PAST SALE,September-28-2020,Townhouse,1445 Haubert St,Baltimore,MD,21230,725000,4,3.5,Ward 24,3950,2030,2020,,184,,Sold,,,https://www.redfin.com/MD/Baltimore/1445-Haubert-St-21230/home/11022739,BRIGHT MLS,MDBA515590,N,Y,39.2695751,-76.5940399
PAST SALE,October-26-2020,Townhouse,202 S Newkirk St,Baltimore,MD,21224,382310,4,4.5,Ward 26,1990,1088,2020,,192,44,Sold,,,https://www.redfin.com/MD/Baltimore/202-S-Newkirk-St-21224/home/147011252,BRIGHT MLS,MDBA522904,N,Y,39.2900214,-76.5569864
PAST SALE,,Townhouse,1604 Beason St,Baltimore,MD,21230,590000,,3.5,,1780,784,2017,,331,,,,,https://www.redfin.com/MD/Baltimore/1604-Beason-St-21230/home/144266781,,,N,Y,39.2710536,-76.5904862
PAST SALE,October-2-2020,Townhouse,3103 Elm Ave,Baltimore,MD,21211,455652,4,3.5,Ward 13,2020,2118,2018,,226,65,Sold,,,https://www.redfin.com/MD/Baltimore/3103-Elm-Ave-21211/home/109860622,BRIGHT MLS,MDBA503900,N,Y,39.3256503,-76.6309369
PAST SALE,April-18-2022,Townhouse,1303 E Fort Ave Unit A,Baltimore,MD,21230,646930,4,4.5,Baltimore,2581,1856,2021,,251,50,Sold,,,https://www.redfin.com/MD/Baltimore/1303-E-Fort-Ave-21230/unit-A/home/176375275,BRIGHT MLS,MDBA2012718,N,Y,39.2694245,-76.5959332
PAST SALE,April-18-2022,Townhouse,1500 Decatur St Unit A,Baltimore,MD,21230,645475,4,4.5,Baltimore,2581,1856,2021,,250,50,Sold,,,https://www.redfin.com/MD/Baltimore/1500-Decatur-St-21230/unit-A/home/176674186,BRIGHT MLS,MDBA2000423,N,Y,39.2694262,-76.5950418
PAST SALE,January-4-2022,Townhouse,1401 William St,Baltimore,MD,21230,659000,4,4.0,Ward 24,2700,,2019,,244,,Sold,,,https://www.redfin.com/MD/Baltimore/1401-William-St-21230/home/11017411,BRIGHT MLS,MDBA2010018,N,Y,39.2739641,-76.6099386
PAST SALE,April-11-2022,Townhouse,1501 Lowman St Unit A,Baltimore,MD,21230,635495,4,4.5,Baltimore,2581,1856,2021,,246,50,Sold,,,https://www.redfin.com/MD/Baltimore/1501-Lowman-St-21230/unit-A/home/176375272,BRIGHT MLS,MDBA2012714,N,Y,39.2696598,-76.5956496
PAST SALE,March-16-2022,Townhouse,1404 Olive St,Baltimore,MD,21230,635000,4,4.0,Ward 23,,,2021,,,,Sold,,,https://www.redfin.com/MD/Baltimore/1404-Olive-St-21230/home/170319945,BRIGHT MLS,MDBA2026676,N,Y,39.27345,-76.614873
PAST SALE,,Townhouse,3105 Elm Ave,Baltimore,MD,21211,520000,,3.5,,2118,1568,2020,,246,,,,,https://www.redfin.com/MD/Baltimore/3105-Elm-Ave-21211/home/109860580,,,N,Y,39.3257255,-76.6309409
PAST SALE,,Townhouse,1307 Steuart St,Baltimore,MD,21230,569000,,3.0,,2193,1655,2015,,259,,,,,https://www.redfin.com/MD/Baltimore/1307-Steuart-St-21230/home/59254373,,,N,Y,39.2690092,-76.5887695
PAST SALE,April-5-2022,Townhouse,4620 Schenley Rd,Baltimore,MD,21210,605435,4,3.5,Ward 27,2400,4356,2021,,252,,Sold,,,https://www.redfin.com/MD/Baltimore/4620-Schenley-Rd-21210/home/11155170,BRIGHT MLS,MDBA2000822,N,Y,39.3472364,-76.6315014
PAST SALE,,Townhouse,1314 Lowman St,Baltimore,MD,21230,515000,,2.5,,2070,1742,2011,,249,,,,,https://www.redfin.com/MD/Baltimore/1314-Lowman-St-21230/home/11892500,,,N,Y,39.2718322,-76.5946831
PAST SALE,,Townhouse,1306 Decatur St,Baltimore,MD,21230,530000,,2.5,,1670,1394,2013,,317,,,,,https://www.redfin.com/MD/Baltimore/1306-Decatur-St-21230/home/11892460,,,N,Y,39.2718422,-76.5939157
PAST SALE,October-29-2021,Townhouse,5444 Bristol Green Way,Carroll,MD,21229,389900,4,3.5,BRISTOL GREEN,2000,1307,2019,,195,75,Sold,,,https://www.redfin.com/MD/Baltimore/5444-Bristol-Grn-Way-21229/home/52926019,BRIGHT MLS,MDBC2011578,N,Y,39.2885311,-76.7200508
PAST SALE,April-29-2022,Townhouse,4514 Old Frederick Rd,Baltimore,MD,21229,291000,4,3.0,Ward 28,1780,1307,2014,,163,100,Sold,,,https://www.redfin.com/MD/Baltimore/4514-Old-Frederick-Rd-21229/home/49770625,BRIGHT MLS,MDBA2035856,N,Y,39.2910055,-76.6922005
PAST SALE,November-11-2020,Single Family Residential,2707 Hillsdale Rd,Baltimore,MD,21207,357594,4,2.5,Ward 28,2200,6180,2020,,163,,Sold,,,https://www.redfin.com/MD/Baltimore/2707-Hillsdale-Rd-21207/home/11217294,BRIGHT MLS,MDBA490722,N,Y,39.317383,-76.701702
PAST SALE,,Single Family Residential,1236 Limit Ave,Baltimore,MD,21239,478000,,2.5,,1996,7872,2015,,239,,,,,https://www.redfin.com/MD/Baltimore/1236-Limit-Ave-21239/home/9677560,,,N,Y,39.3721155,-76.5930016
PAST SALE,April-29-2022,Townhouse,4431 Maple Wood Dr,Baltimore,MD,21229,278300,4,3.0,Ward 28,1840,2178,2017,,151,94,Sold,,,https://www.redfin.com/MD/Baltimore/4431-Maple-Wood-Dr-21229/home/143861223,BRIGHT MLS,MDBA2026784,N,Y,39.2906681,-76.690212
PAST SALE,,Townhouse,4212 Skyview,Baltimore,MD,21211,490000,,4.5,,2097,2134,2017,,234,,,,,https://www.redfin.com/MD/Baltimore/4212-Skyview-21211/home/109860727,,,N,Y,39.3394251,-76.6368151
PAST SALE,February-25-2022,Townhouse,1002 S Decker Ave,Baltimore,MD,21224,788500,4,3.5,Ward 1,3568,1133,2013,,221,,Sold,,,https://www.redfin.com/MD/Baltimore/1002-S-Decker-Ave-21224/home/50264871,BRIGHT MLS,MDBA2016744,N,Y,39.281119,-76.5734138
PAST SALE,,Townhouse,871 Ryan St,Baltimore,MD,21230,345900,,3.0,,1919,1568,2014,,180,,,,,https://www.redfin.com/MD/Baltimore/871-Ryan-St-21230/home/45424181,,,N,Y,39.2841337,-76.6310501
PAST SALE,November-30-2020,Townhouse,3101 Elm Ave,Baltimore,MD,21211,453842,4,3.5,Ward 13,2118,2118,2019,,214,65,Sold,,,https://www.redfin.com/MD/Baltimore/3101-Elm-Ave-21211/home/109860512,BRIGHT MLS,MDBA503902,N,Y,39.3255812,-76.6309328
PAST SALE,,Townhouse,4508 Old Frederick Rd,Baltimore,MD,21229,263650,4,3.5,,1780,1045,2014,,148,,,,,https://www.redfin.com/MD/Baltimore/4508-Old-Frederick-Rd-21229/home/10457827,,,N,Y,39.29068393411673,-76.69238429404562
PAST SALE,September-15-2020,Townhouse,1441 Haubert St,Baltimore,MD,21230,730000,4,3.5,Ward 24,3950,2060,2020,,185,,Sold,,,https://www.redfin.com/MD/Baltimore/1441-Haubert-St-21230/home/11022735,BRIGHT MLS,MDBA514072,N,Y,39.2696356,-76.5939609
PAST SALE,September-10-2021,Townhouse,1303 Benjamin St,Baltimore,MD,21230,563000,4,3.5,Ward 24,2204,1306,2015,,255,182,Sold,,,https://www.redfin.com/MD/Baltimore/1303-Benjamin-St-21230/home/55630297,BRIGHT MLS,MDBA2005774,N,Y,39.269097,-76.5879005
PAST SALE,March-29-2022,Townhouse,4413 Cherry Way,Baltimore,MD,21229,275000,4,3.5,Ward 28,1980,1912,2016,,139,87,Sold,,,https://www.redfin.com/MD/Baltimore/4413-Cherry-Way-21229/home/143861222,BRIGHT MLS,MDBA2033694,N,Y,39.2905167,-76.690612
PAST SALE,April-29-2022,Townhouse,4622 Schenley Rd,Roland Park,MD,21210,595893,4,3.5,EVERGREEN,2400,4400,2021,,248,,Sold,,,https://www.redfin.com/MD/Baltimore/4622-Schenley-Rd-21210/home/174807958,BRIGHT MLS,MDBA545198,N,Y,39.3473182,-76.6315057
PAST SALE,,Single Family Residential,6112 Bellona Ave,Baltimore,MD,21212,445000,,2.5,,2256,11020,2016,,197,,,,,https://www.redfin.com/MD/Baltimore/6112-Bellona-Ave-21212/home/18696907,,,N,Y,39.367716,-76.6183686
