SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Single Family Residential,1018 Olive St,Baltimore,MD,21230,250000,,2.5,,1260,610,1920,,198,,,,,https://www.redfin.com/MD/Baltimore/1018-Olive-St-21230/home/11009109,,,N,Y,39.277222,-76.6150851
PAST SALE,March-26-2021,Townhouse,618 E Clement St,Baltimore,MD,21230,210000,1,1.0,Ward 24,988,,1900,,213,,Sold,,,https://www.redfin.com/MD/Baltimore/618-E-Clement-St-21230/home/11025502,BRIGHT MLS,MDBA540538,N,Y,39.2741883,-76.6047946
PAST SALE,April-5-2022,Townhouse,221 S Wolfe St,Baltimore,MD,21231,121000,1,1.0,Ward 2,1246,,1900,,97,,Sold,,,https://www.redfin.com/MD/Baltimore/221-S-Wolfe-St-21231/home/10749026,BRIGHT MLS,MDBA2000411,N,Y,39.2887025,-76.5900335
PAST SALE,May-12-2020,Condo/Co-op,1000 Fell St #404,Baltimore,MD,21231,279900,1,1.0,Baltimore,1046,,1900,,268,560,Sold,,,https://www.redfin.com/MD/Baltimore/1000-Fell-St-21231/unit-404/home/12321202,BRIGHT MLS,MDBA503268,N,Y,39.2799135,-76.5896277
PAST SALE,September-11-2020,Condo/Co-op,1000 Fell St #525,Baltimore,MD,21231,200000,1,1.0,Ward 2,770,,1900,,260,425,Sold,,,https://www.redfin.com/MD/Baltimore/1000-Fell-St-21231/unit-525/home/25790120,BRIGHT MLS,MDBA510840,N,Y,39.2799135,-76.5896277
PAST SALE,May-22-2020,Condo/Co-op,1018 N Charles St Unit R-6,Baltimore,MD,21201,50000,1,1.0,Ward 11,558,,1900,,90,376,Sold,,,https://www.redfin.com/MD/Baltimore/1018-N-Charles-St-21201/unit-R-6/home/12546996,BRIGHT MLS,MDBA508598,N,Y,39.3017916,-76.6160723
PAST SALE,March-8-2021,Townhouse,224 S Calhoun St,Baltimore,MD,21223,7000,1,1.0,Ward 19,,638,1900,,,,Sold,,,https://www.redfin.com/MD/Baltimore/224-S-Calhoun-St-21223/home/10964188,BRIGHT MLS,MDBA535330,N,Y,39.2849452,-76.639517
PAST SALE,July-30-2020,Condo/Co-op,103 39th St W #1,Baltimore,MD,21210,83000,1,1.0,CANTERBURY ESTATES,552,,1928,,150,280,Sold,,,https://www.redfin.com/MD/Baltimore/103-W-39th-St-21210/unit-1/home/172031936,BRIGHT MLS,MDBC496220,N,Y,39.3357323,-76.621099
PAST SALE,January-14-2022,Townhouse,253 S Durham St,Baltimore,MD,21231,147000,1,1.0,Ward 2,1120,871,1900,,131,,Sold,,,https://www.redfin.com/MD/Baltimore/253-S-Durham-St-21231/home/10743353,BRIGHT MLS,MDBA553890,N,Y,39.2881121,-76.5907784
PAST SALE,April-21-2022,Townhouse,2011 Portugal St,Baltimore,MD,21231,135300,1,1.0,Ward 2,876,,1900,,154,,Sold,,,https://www.redfin.com/MD/Baltimore/2011-Portugal-St-21231/home/10748756,BRIGHT MLS,MDBA2032014,N,Y,39.286134,-76.5883407
