SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-30-2021,Condo/Co-op,1211 Light St #213,Baltimore,MD,21230,155000,1,1.0,Ward 24,640,,2005,,242,310,Sold,,,https://www.redfin.com/MD/Baltimore/1211-Light-St-21230/unit-213/home/11223468,BRIGHT MLS,MDBA546986,N,Y,39.2755685,-76.6117565
PAST SALE,April-14-2022,Condo/Co-op,23 Pierside Dr #205,Baltimore,MD,21230,189900,1,1.0,Ward 24,795,,2005,,239,588,Sold,,,https://www.redfin.com/MD/Baltimore/23-Pierside-Dr-21230/unit-205/home/11891858,BRIGHT MLS,MDBA2035902,N,Y,39.2774269,-76.6054826
PAST SALE,May-28-2021,Condo/Co-op,23 Pierside Dr Unit T-14,Baltimore,MD,21230,181000,1,1.0,Ward 24,765,,2005,,237,572,Sold,,,https://www.redfin.com/MD/Baltimore/23-Pierside-Dr-21230/unit-T-14/home/145119597,BRIGHT MLS,MDBA546968,N,Y,39.277377,-76.6054647
PAST SALE,March-2-2022,Condo/Co-op,1200 Steuart St #729,Baltimore,MD,21230,379000,1,1.5,Ward 24,1457,,2008,,260,728,Sold,,,https://www.redfin.com/MD/Baltimore/1200-Steuart-St-21230/unit-729/home/23456190,BRIGHT MLS,MDBA2027138,N,Y,39.2697734,-76.5886798
PAST SALE,September-24-2021,Condo/Co-op,2639 Boston St #117,Baltimore,MD,21224,180000,1,1.5,Ward 1,701,,2006,,257,341,Sold,,,https://www.redfin.com/MD/Baltimore/2639-Boston-St-21224/unit-117/home/11892378,BRIGHT MLS,MDBA552972,N,Y,39.2795144,-76.5787901
PAST SALE,,Condo/Co-op,414 Water St #1704,Baltimore,MD,21202,165000,,,,660,,2007,,250,,,,,https://www.redfin.com/MD/Baltimore/414-Water-St-21202/unit-1704/home/12546846,,,N,Y,39.2887343,-76.6092485
PAST SALE,January-22-2021,Condo/Co-op,1014 N Charles St Unit R-1,Baltimore,MD,21201,105000,1,1.0,Ward 11,754,,2007,,139,573,Sold,,,https://www.redfin.com/MD/Baltimore/1014-N-Charles-St-21201/unit-R-1/home/12547570,BRIGHT MLS,MDBA513374,N,Y,39.3016578,-76.6162591
PAST SALE,,Condo/Co-op,1200 Steuart St #329,Baltimore,MD,21230,295000,,,,1456,,2008,,203,,,,,https://www.redfin.com/MD/Baltimore/1200-Steuart-St-21230/unit-329/home/21957838,,,N,Y,39.2697734,-76.5886798
PAST SALE,April-5-2021,Condo/Co-op,1200 Steuart St #514,Baltimore,MD,21230,330000,1,1.5,Ward 24,1404,,2009,,235,667,Sold,,,https://www.redfin.com/MD/Baltimore/1200-Steuart-St-21230/unit-514/home/23459280,BRIGHT MLS,MDBA525158,N,Y,39.2697734,-76.5886798
PAST SALE,,Condo/Co-op,414 Water St #1811,Baltimore,MD,21202,130000,,,,637,,2008,,204,,,,,https://www.redfin.com/MD/Baltimore/414-Water-St-21202/unit-1811/home/18961509,,,N,Y,39.2887343,-76.6092485
PAST SALE,April-19-2022,Condo/Co-op,414 Water St #1106,Baltimore,MD,21202,172000,1,1.0,Ward 4,630,,2007,,273,500,Sold,,,https://www.redfin.com/MD/Baltimore/414-Water-St-21202/unit-1106/home/12546862,BRIGHT MLS,MDBA2037190,N,Y,39.2887343,-76.6092485
PAST SALE,February-23-2022,Condo/Co-op,511 S Bond St #107,Baltimore,MD,21231,145000,1,1.0,Ward 2,645,,2006,,225,345,Sold,,,https://www.redfin.com/MD/Baltimore/511-S-Bond-St-21231/unit-107/home/12546897,BRIGHT MLS,MDBA2029176,N,Y,39.2849269,-76.595019
PAST SALE,April-5-2022,Condo/Co-op,22 S Howard St Unit R-602,Baltimore,MD,21201,127000,1,1.0,Ward 4,906,,2006,,140,565,Sold,,,https://www.redfin.com/MD/Baltimore/22-S-Howard-St-21201/unit-R-602/home/11892100,BRIGHT MLS,MDBA2023422,N,Y,39.2882628,-76.6195569
PAST SALE,September-13-2021,Condo/Co-op,1200 Steuart St #529,Baltimore,MD,21230,350000,1,1.5,Ward 24,1461,,2008,,240,734,Sold,,,https://www.redfin.com/MD/Baltimore/1200-Steuart-St-21230/unit-529/home/23463008,BRIGHT MLS,MDBA2000540,N,Y,39.2697734,-76.5886798
PAST SALE,November-15-2021,Condo/Co-op,414 Water St #2107,Baltimore,MD,21202,145000,1,1.0,Ward 4,644,,2008,,225,471,Sold,,,https://www.redfin.com/MD/Baltimore/414-Water-St-21202/unit-2107/home/12547313,BRIGHT MLS,MDBA2004470,N,Y,39.2887343,-76.6092485
PAST SALE,March-5-2021,Condo/Co-op,2702 Lighthouse Point East #721,Baltimore,MD,21224,170000,1,1.0,Ward 1,757,,2006,,225,359,Sold,,,https://www.redfin.com/MD/Baltimore/2702-Lighthouse-Pt-E-21224/unit-721/home/23462308,BRIGHT MLS,MDBA518908,N,Y,39.2787363,-76.5776487
PAST SALE,,Condo/Co-op,23 Pierside Dr #319,Baltimore,MD,21230,140000,,,,745,,2005,,188,,,,,https://www.redfin.com/MD/Baltimore/23-Pierside-Dr-21230/unit-319/home/11223659,,,N,Y,39.2774269,-76.6054826
PAST SALE,,Condo/Co-op,1714 Park Ave #411,Baltimore,MD,21217,112500,,1.0,,752,,2006,,150,,,,,https://www.redfin.com/MD/Baltimore/1714-Park-Ave-21217/unit-411/home/11892047,,,N,Y,39.3094853,-76.6279968
PAST SALE,January-7-2021,Condo/Co-op,414 Water St #2911,Baltimore,MD,21202,135000,1,1.0,Ward 4,635,,2007,,213,270,Sold,,,https://www.redfin.com/MD/Baltimore/414-Water-St-21202/unit-2911/home/12547023,BRIGHT MLS,MDBA524880,N,Y,39.2887343,-76.6092485
PAST SALE,April-5-2022,Condo/Co-op,1209 N Charles St #307,Baltimore,MD,21201,233400,1,1.0,Ward 11,1168,,2007,,200,395,Sold,,,https://www.redfin.com/MD/Baltimore/1209-N-Charles-St-21201/unit-307/home/12547701,BRIGHT MLS,MDBA2029018,N,Y,39.3035573,-76.6158411
PAST SALE,March-4-2022,Condo/Co-op,675 President St #2608,Baltimore,MD,21202,217000,1,1.0,Ward 3,597,,2006,,363,444,Sold,,,https://www.redfin.com/MD/Baltimore/675-President-St-21202/unit-2608/home/23462662,BRIGHT MLS,MDBA2002416,N,Y,39.2834056,-76.6012702
PAST SALE,January-31-2022,Condo/Co-op,23 Pierside Dr #304,Baltimore,MD,21230,184500,1,1.0,Ward 24,725,,2005,,254,423,Sold,,,https://www.redfin.com/MD/Baltimore/23-Pierside-Dr-21230/unit-304/home/11223656,BRIGHT MLS,MDBA2023340,N,Y,39.2774269,-76.6054826
PAST SALE,,Condo/Co-op,2639 Boston St #313,Baltimore,MD,21224,205000,,,,730,,2006,,281,,,,,https://www.redfin.com/MD/Baltimore/2639-Boston-St-21224/unit-313/home/11892392,,,N,Y,39.2795144,-76.5787901
PAST SALE,,Condo/Co-op,1200 Steuart St #315,Baltimore,MD,21230,345000,,,,1396,,2008,,247,,,,,https://www.redfin.com/MD/Baltimore/1200-Steuart-St-21230/unit-315/home/17371554,,,N,Y,39.2697734,-76.5886798
PAST SALE,February-15-2022,Condo/Co-op,1714 Park Ave #303,Baltimore,MD,21217,120000,1,1.0,Ward 14,731,,2006,,164,427,Sold,,,https://www.redfin.com/MD/Baltimore/1714-Park-Ave-21217/unit-303/home/11892034,BRIGHT MLS,MDBA2013034,N,Y,39.3094853,-76.6279968
PAST SALE,,Condo/Co-op,414 Water St #1311,Baltimore,MD,21202,140000,,,,637,,2007,,220,,,,,https://www.redfin.com/MD/Baltimore/414-Water-St-21202/unit-1311/home/12546802,,,N,Y,39.2887343,-76.6092485
PAST SALE,,Condo/Co-op,414 Water St #1104,Baltimore,MD,21202,155000,,,,660,,2007,,235,,,,,https://www.redfin.com/MD/Baltimore/414-Water-St-21202/unit-1104/home/18444298,,,N,Y,39.2887343,-76.6092485
PAST SALE,,Condo/Co-op,23 Pierside Dr #212,Baltimore,MD,21230,178000,,,,715,,2005,,249,,,,,https://www.redfin.com/MD/Baltimore/23-Pierside-Dr-21230/unit-212/home/11223186,,,N,Y,39.2774269,-76.6054826
PAST SALE,March-26-2021,Condo/Co-op,23 Pierside Dr #312,Baltimore,MD,21230,173000,1,1.0,Ward 24,715,,2005,,242,593,Sold,,,https://www.redfin.com/MD/Baltimore/23-Pierside-Dr-21230/unit-312/home/11223211,BRIGHT MLS,MDBA535984,N,Y,39.2774269,-76.6054826
