SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Townhouse,1323 Lowman St,Baltimore,MD,21230,525000,,2.5,,2070,1394,2007,,254,,,,,https://www.redfin.com/MD/Baltimore/1323-Lowman-St-21230/home/11892485,,,N,Y,39.2714878,-76.5944037
PAST SALE,June-28-2021,Townhouse,1105 N Woodyear St,Baltimore,MD,21217,162500,3,1.5,Ward 16,1280,1176,2003,,127,20,Sold,,,https://www.redfin.com/MD/Baltimore/1105-N-Woodyear-St-21217/home/10925855,BRIGHT MLS,MDBA551474,N,Y,39.3015927,-76.6394098
PAST SALE,February-26-2021,Townhouse,1912 E Fort Ave,Baltimore,MD,21230,470000,3,3.0,Ward 24,2252,,2005,,209,80,Sold,,,https://www.redfin.com/MD/Baltimore/1912-E-Fort-Ave-21230/home/11223255,BRIGHT MLS,MDBA530436,N,Y,39.2674292,-76.588726
PAST SALE,,Townhouse,5405 Sinclair Greens Dr,Baltimore,MD,21206,220000,,2.5,,1700,2788,2005,,129,,,,,https://www.redfin.com/MD/Baltimore/5405-Sinclair-Greens-Dr-21206/home/28546342,,,N,Y,39.3203078,-76.5389488
PAST SALE,July-23-2021,Townhouse,5423 Frankford Estates Dr,Baltimore,MD,21206,261000,3,3.0,Ward 26,1700,2875,2005,,154,60,Sold,,,https://www.redfin.com/MD/Baltimore/5423-Frankford-Estates-Dr-21206/home/28546379,BRIGHT MLS,MDBA2000888,N,Y,39.3197187,-76.5384499
PAST SALE,,Townhouse,135 W Hamburg St,Baltimore,MD,21230,237500,,1.5,,2010,1045,2000,,118,,,,,https://www.redfin.com/MD/Baltimore/135-W-Hamburg-St-21230/home/11008972,,,N,Y,39.2777104,-76.6170483
PAST SALE,June-24-2021,Townhouse,1026 Pier Pointe Lndg #106,Baltimore,MD,21230,620000,3,3.5,Ward 24,2833,,2006,,219,673,Sold,,,https://www.redfin.com/MD/Baltimore/1026-Pointe-Lndg-21230/unit-106/home/11892412,BRIGHT MLS,MDBA545922,N,Y,39.2780239,-76.6060567
PAST SALE,,Townhouse,129 W Hamburg St,Baltimore,MD,21230,245000,3,2.0,,2010,1089,2000,,122,,,,,https://www.redfin.com/MD/Baltimore/129-W-Hamburg-St-21230/home/11221914,,,N,Y,39.27768026124255,-76.61684584882698
PAST SALE,,Townhouse,5408 Sinclair Greens Dr,Baltimore,MD,21206,232500,,3.5,,2215,2962,2005,,105,,,,,https://www.redfin.com/MD/Baltimore/5408-Sinclair-Greens-Dr-21206/home/11223039,,,N,Y,39.3207251,-76.538821
PAST SALE,,Townhouse,1524 E Fairmount Ave,Baltimore,MD,21231,247200,,2.5,,1476,1350,2004,,167,,,,,https://www.redfin.com/MD/Baltimore/1524-E-Fairmount-Ave-21231/home/11222470,,,N,Y,39.2927177,-76.5960204
PAST SALE,July-20-2021,Townhouse,924 E Pratt St #119,Baltimore,MD,21202,320000,3,2.5,Ward 3,2301,,2005,,139,165,Sold,,,https://www.redfin.com/MD/Baltimore/924-E-Pratt-St-21202/unit-119/home/11222561,BRIGHT MLS,MDBA554582,N,Y,39.2880431,-76.6017285
PAST SALE,,Single Family Residential,3603 Evergreen Ave,Baltimore,MD,21206,197500,,2.5,,1104,7535,2003,,179,,,,,https://www.redfin.com/MD/Baltimore/3603-Evergreen-Ave-21206/home/11222154,,,N,Y,39.3484135,-76.552684
PAST SALE,April-20-2022,Condo/Co-op,675 President St #2709,Baltimore,MD,21202,625000,3,3.0,Ward 3,1898,,2006,,329,1508,Sold,,,https://www.redfin.com/MD/Baltimore/675-President-St-21202/unit-2709/home/12547488,BRIGHT MLS,MDBA545724,N,Y,39.2834056,-76.6012702
