SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Townhouse,2204 Clifton Ave,Baltimore,MD,21216,41000,,,,,1400,1920,,,,,,,https://www.redfin.com/MD/Baltimore/2204-Clifton-Ave-21216/home/10899551,,,N,Y,39.3119351,-76.653488
PAST SALE,,Townhouse,1520 N Broadway,Baltimore,MD,21213,76000,,1.0,,1072,1388,1915,,71,,,,,https://www.redfin.com/MD/Baltimore/1520-N-Broadway-21213/home/10784027,,,N,Y,39.3079385,-76.595108
PAST SALE,,Townhouse,936 Bennett Pl,Baltimore,MD,21223,76500,,,,,1050,1920,,,,,,,https://www.redfin.com/MD/Baltimore/936-Bennett-Pl-21223/home/10952949,,,N,Y,39.295137,-76.6333472
PAST SALE,March-28-2022,Townhouse,2330 Madison Ave,Baltimore,MD,21217,169000,0,,Ward 13,2682,1800,1902,,63,,Sold,,,https://www.redfin.com/MD/Baltimore/2330-Madison-Ave-21217/home/10866435,BRIGHT MLS,MDBA2030782,N,Y,39.3121965,-76.6377627
PAST SALE,December-20-2021,Townhouse,1128 Mckean Ave,Baltimore,MD,21217,9000,0,,Ward 16,,,1920,,,,Sold,,,https://www.redfin.com/MD/Baltimore/1128-McKean-Ave-21217/home/10926715,BRIGHT MLS,MDBA2010692,N,Y,39.3018029,-76.6470357
PAST SALE,April-22-2022,Townhouse,3410 W Franklin St,Baltimore,MD,21229,40700,0,,Ward 20,1360,1500,1925,,30,,Sold,,,https://www.redfin.com/MD/Baltimore/3410-W-Franklin-St-21229/home/10989366,BRIGHT MLS,MDBA2036924,N,Y,39.2929081,-76.6748957
PAST SALE,,Townhouse,129 N Belnord Ave,Baltimore,MD,21224,85000,,1.5,,1458,784,1920,,58,,,,,https://www.redfin.com/MD/Baltimore/129-N-Belnord-Ave-21224/home/10761255,,,N,Y,39.2940633,-76.578296
PAST SALE,March-18-2022,Multi-Family (2-4 Unit),1133 Harlem Ave,Baltimore,MD,21217,110000,,,Ward 16,,,1920,,,,Sold,,,https://www.redfin.com/MD/Baltimore/1133-Harlem-Ave-21217/home/10936077,BRIGHT MLS,MDBA2019534,N,Y,39.2965748,-76.6368602
PAST SALE,,Townhouse,938 Bennett Pl,Baltimore,MD,21223,82000,,,,,1050,1920,,,,,,,https://www.redfin.com/MD/Baltimore/938-Bennett-Pl-21223/home/10952947,,,N,Y,39.2950944,-76.6333855
PAST SALE,,Townhouse,1118 S Carey St,Baltimore,MD,21223,65000,,1.0,,1540,980,1900,,42,,,,,https://www.redfin.com/MD/Baltimore/1118-S-Carey-St-21223/home/10999498,,,N,Y,39.2809451,-76.6360931
