SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Condo/Co-op,1 E University Pkwy #307,Baltimore,MD,21218,89500,,,,552,,1965,,162,,,,,https://www.redfin.com/MD/Baltimore/1-E-University-Pkwy-21218/unit-307/home/10853976,,,N,Y,39.3313784,-76.6169047
PAST SALE,,Townhouse,733 Stoney Spring Dr,Baltimore,MD,21210,299980,,2.5,,2456,1173,1975,,122,,,,,https://www.redfin.com/MD/Baltimore/733-Stoney-Spring-Dr-21210/home/11156108,,,N,Y,39.3433996,-76.6338816
PAST SALE,April-14-2022,Townhouse,1910 W Pratt St,Baltimore,MD,21223,170000,0,,Ward 20,4114,3354,1976,,41,,Sold,,,https://www.redfin.com/MD/Baltimore/1910-W-Pratt-St-21223/home/143806112,BRIGHT MLS,MDBA2032480,N,Y,39.285338,-76.647208
PAST SALE,July-29-2021,Single Family Residential,2518 Willow Glen Dr,Baltimore,MD,21209,667500,0,,PICKWICK,2370,7345,1966,,282,,Sold,,,https://www.redfin.com/MD/Baltimore/2518-Willow-Glen-Dr-21209/home/9535347,BRIGHT MLS,MDBC2021040,N,Y,39.3722248,-76.6837938
